1191929120692801537|@NoWiwiNoWowo @emang_bacin @awans3nja @AbuAlRayyan1 @Restichayah @adearmando1 @aniesbaswedan @jokowi @DivHumas_Polri @CCICPolri Manusia sampah, goglingnya sampah juga 😂😂|manusia sampah sampah juga|😂,😂|0|1|1
1191859452493746176|KompasTV Perang dagang negara Adidaya USA-RRC makin sengit aja, ekonomi dunia akan amburadul, seharusnya Jokowi cs bersyukur masih ada orang seperti Terawan yg bikin Keajaiban memihak dalam kehidupan negara ini. 😁😁😁|perang dagang negara adidaya makin sengit saja ekonomi dunia akan amburadul seharusnya bersyukur masih ada orang seperti yang bikin keajaiban memihak dalam kehidupan negara ini|😁,😁,😁|0|1|1
1192415629455712256|"@jokowi Kayak DKI pak anggaran gak jelas , tertutup tidak transparan terindikasi korupsi .
Pasar ruwet ,   PKL di trotoar ,  macet dimana mana  😂 cocok dicontoh 😂🙏🙏🙏🙏🙏"|kayak pak anggaran enggak jelas tertutup tidak transparan terindikasi korupsi pasar ruwet pkl di trotoar macet mana cocok|😂,😂,🙏,🙏,🙏,🙏,🙏|0|1|1
1192590983470338048|@geloraco Si bangsat PSI pendukung jokowi ahok itu ya  ...😂😂😂|si bangsat psi pendukung itu ya|😂,😂,😂|0|1|1
1191241551009107969|@RamliRizal @jokowi Mereka tdk akn peduli dg rakyat.. yg penting perut ATM&amp; dompet mereka penuh. Manusia² serakah 😡😡|mereka tidak akan peduli dg rakyat yang penting perut atm amp dompet mereka penuh manusia serakah|😡,😡|0|2|0
1192429247350001664|"@snjayajonggrang @zulfikar_husein @MurtadhaOne1 @jokowi @KHMarufAmin_ @GeneralMoeldoko @DivHumas_Polri @kemkominfo @tempodotco @BadjaNuswantara @sunarwidjaja @V_Stone_Kardol @HmfaqihA @permadiaktivis @Airin_NZ Itulah politikus yang tidak pernah puas dan tidak untuk mencari kesejahteraan bangsa Indonesia. 

👍😅👍😂👍😅👍😂"|itulah politikus yang tidak pernah puas dan tidak untuk mencari kesejahteraan bangsa indonesia|👍,😅,👍,😂,👍,😅,👍,😂|0|1|1
1191402941921427457|@Jongenen_lekker @syarikitalaika @lidyadey Iya kayak pak Jokowi jadi presiden dan pak Prabowo jadi pembantu presiden itu kehendak Allah. Faham?? 😂😂😂|iya kayak pak jadi presiden dan pak jadi pembantu presiden itu kehendak allah faham|😂,😂,😂|0|1|1
1191991360720519168|@KalimahLayang @jokowi @basuki_btp Pengemar TAI..🤣🤣🤣|tahi|🤣,🤣,🤣|0|1|1
1190621996159098881|"Kapolri Baru jenderal Bp. Idham Azis Kami Yakin Akan Menindaklanjuti &amp; Memproses Ade Armando Yg Menghina Gubernur DKI Jakarta Anis Baswedan.
Jadi 👇👇👇👇👇👇
#TangkapAdeArmando 
#TangkapAdeArmando https://t.co/JObhdcgIe7"|kapolri baru jenderal bp kami yakin akan menindaklanjuti amp memproses adek yang menghina gubernur jakarta anis jadi|👇,👇,👇,👇,👇,👇|1|2|0
1191673337254072322|@fadlizon sabar mas, yakin aja adanya pak prabowo dipemerintahan sekarang bisa menaikan ekonomi indonesia. seperti omongan blio 😁✌|sabar mas yakin saja adanya pak sekarang bisa ekonomi indonesia seperti omongan|😁,✌|1|1|0
1190082407732396032|"Baru dilantik uudah ributin gaji, Sini bilang ""Gajinya gak akan diambil"", Situ bilang: ""Gua Ambil Kok"". Sono Bilang ; Dia ambil tapi akan disumbangkan.. 
Haduehh pabalieut 😋😂 

Gerindra: Prabowo Terima Gaji Bukan untuk Pribadi Tapi Akan Disumbangkan https://t.co/kqB0V5IfKO"|baru meributkan gaji sini bilang enggak akan situ bilang gua ambil kok sono bilang dia ambil tapi akan gerindra terima gaji bukan untuk pribadi tapi akan|😋,😂|1|1|0
1191170849614622721|@VesalHakim @hnurwahid @jokowi Goblok banget otak😂😂|goblok banget otak|😂,😂|0|1|1
1191360862579085317|"@WagimanDeep @prabowo Waduh brati disana slama enih mbabu buat bayar overstay nya😂😂

#KhilafahOutNKRImaju"|waduh selama buat bayar nya|😂,😂|0|1|1
1193018817737134080|"@WagimanDeep @fahiraidris @jokowi Ini contoh perempuan yg kalo lagi ML berisiknya minta ampun...
Teriak ohhh yesss ohhh noo oohh god oohh mbut..
Padahal aslinya kurang menikmati..😁😁😁😁"|ini contoh perempuan yang kalo lagi ml minta ampun teriak padahal kurang menikmati|😁,😁,😁,😁|0|1|1
1191480722709602304|"@Anna_MaSue @aksioma02 bahasa jaman PYM Jokowi emang mantap jiwa 🤣😎😊

Kenaikan = Penyesuaian
Pinjaman / Hutang = Bantuan 
Impor = Memenuhi kebutuhan 

#TangkapAdeArmando 
#BubarkanBPJS"|bahasa jaman emang mantap jiwa kenaikan penyesuaian pinjaman hutang bantuan impor memenuhi kebutuhan|🤣,😎,😊|0|1|1
1191622972169060352|@gorenganlyfe @Defacer20 @prayudiputras @Lianashafa1 @detikcom @jokowi @prabowo Ya saya faham...mungkin argumen mu mentok 🤭🤭🤭|ya saya faham mungkin argumen mu mentok|🤭,🤭,🤭|0|1|1
1192241510411931648|@DheaMerlinda @prabowo @Kemhan_RI Bapak Prabowo... Sehat selalu ya pak 👍🙏|bapak sehat selalu ya pak|👍,🙏|1|2|0
1192273038646972417|@BeibbyV @msaid_didu @prabowo Ha...ha...ha... Woles aja. Ngapain dengki sama kakek tua. Saya hanya bernarasi soal dia. Selalu serang pemerintah tapi cari makan dalam pemerintah... Otak kau yg ga nalar... Paham kau 😀😀😀|ha ha ha selow saja mengapai dengki sama kakek tua saya hanya soal dia selalu serang pemerintah tapi cari makan dalam pemerintah otak kau yang enggak nalar paham kau|😀,😀,😀|0|1|1
1192645602019962880|Tenang Pak Jokowi akan bangun Ibu Kota mengalahi Dubai..😂😂😂... ntar semua Jalan akan dikasih ATAP..dihiasi taman indah2...beserta kolam2 indah yg dipasang ATAP juga biar Bong berenang tdk basah kehujanan..🤣🤣🤣 https://t.co/8CQp6WDE6v|tenang pak akan bangun ibu kota mengalahi entar semua jalan akan atap taman beserta indah yang atap juga biar bong berenang tidak basah kehujanan|😂,😂,😂,🤣,🤣,🤣|0|1|1
1192573835121291264|"@jeffpapilaya @diahkum72862696 @jokowi masalahnya pedukung pemerintah orkay semua bang 🤣🤣
mereka ga tau semua pd naik..
pemerintah hutang tp kok tetep malakin rakyat
coba jabarkan 5thn utang untuk apa? nyekek apa sejahtra 🤣"|pemerintah semua bang mereka enggak tau semua pd naik pemerintah hutang tp kok tetap rakyat coba utang untuk apa apa|🤣,🤣,🤣|1|1|0
1191205292605759488|@RamliRizal @jokowi Ngga tau saya, ngga ngerti saya, coba tanya mentrinya 😃😃|enggak tau saya enggak mengerti saya coba tanya|😃,😃|1|1|0
1192721766751227905|"@suryadelalu @prabowo Tapi kan Ust, Pancasila sbg dasar negara Indonesia tdk bisa diubah lagi. 
Beda halnya dengan konstitusi, misal
1. UUD 1945, bisa diubah sesuai dengan tuntutan. 
2. Wilayah NKRI ? Sudah berubah.
3. Rakyat ? Sudah terpecah. 🤭

Apa masih bisa dikatakan yg itu adlh dasar Negara ? 🙏"|tapi kan pancasila sebagai dasar negara indonesia tidak bisa lagi beda dengan konstitusi misal 1 uud 1945 bisa sesuai dengan tuntutan 2 wilayah nkri sudah berubah 3 rakyat sudah terpecah apa masih bisa yang itu adalah dasar negara|🤭,🙏|1|1|0
1191260023030079488|"@aignatd @faizalassegaf @jokowi yang ada 200 sekolam.. 
maennya jauhan lgi bong upss tong.. 😂😂🤣"|yang ada 200 lagi bong tong|😂,😂,🤣|0|1|1
